Age,Gender,Low_Sodium_Diet,Diet_Condition,Dining_Frequency,Low_Sodium_Satisfaction,Add_Salt_Condiments,Taste_Enhancement_Tech_Aware,Interest_In_Device,Importance_Of_Taste_Enhancement,Expected_Device_Features,Purchase_Consideration,Concerns_On_Technology,Salt_Usage_Dal_Gojju_Palya,Salt_Usage_Sambar_Rasam_Curd,Salt_Usage_Biryani_Pulao_Rice,Salt_Usage_Curry,Salt_Usage_Snacks,Salt_Usage_Roti_Paratha,Salt_Usage_Pickles_Papad,Salt_Opinion
44,Female,No,None,Weekly,No,Sometimes,No,Yes,Very Important,"Adjustable intensity, Dietary tracking features",Yes,Safety,½ tsp,More than 1 tsp,No Salt,¼ tsp,No Salt,½ tsp,1 tsp,Too Bland
65,Male,No,None,Rarely,No,Sometimes,No,Yes,Moderately Important,"Portable design, Mobile app integration",Yes,Safety,¼ tsp,½ tsp,No Salt,½ tsp,¼ tsp,1 tsp,¼ tsp,Too Salty
63,Male,Yes,Kidney Disease,Weekly,Yes,Always,Yes,No,Very Important,"Mobile app integration, Adjustable intensity",Yes,Price,No Salt,More than 1 tsp,¼ tsp,No Salt,No Salt,1 tsp,1 tsp,Too Bland
37,Other,Yes,Kidney Disease,Monthly,No,Sometimes,Yes,No,Not Important,"Adjustable intensity, Portable design",Yes,Effectiveness,½ tsp,½ tsp,½ tsp,1 tsp,¼ tsp,½ tsp,No Salt,Perfect
20,Male,Yes,Other,Weekly,No,Sometimes,No,Yes,Moderately Important,"Portable design, Dietary tracking features",No,Effectiveness,½ tsp,½ tsp,No Salt,No Salt,No Salt,More than 1 tsp,¼ tsp,Too Salty
41,Other,No,None,Monthly,Yes,Never,No,Yes,Not Important,"Dietary tracking features, Adjustable intensity",Yes,Safety,More than 1 tsp,No Salt,No Salt,More than 1 tsp,¼ tsp,¼ tsp,1 tsp,Perfect
22,Other,No,None,Monthly,Sometimes,Sometimes,Yes,Yes,Very Important,"Portable design, Adjustable intensity",No,Effectiveness,More than 1 tsp,½ tsp,½ tsp,1 tsp,No Salt,1 tsp,No Salt,Too Salty
44,Other,Yes,Kidney Disease,Monthly,Sometimes,Always,No,Yes,Not Important,"Adjustable intensity, Mobile app integration",Yes,Price,1 tsp,More than 1 tsp,More than 1 tsp,No Salt,¼ tsp,1 tsp,More than 1 tsp,Too Salty
53,Female,No,None,Monthly,Yes,Always,Yes,Yes,Not Important,"Portable design, Mobile app integration",Maybe,,More than 1 tsp,1 tsp,More than 1 tsp,More than 1 tsp,½ tsp,½ tsp,¼ tsp,Too Salty
63,Female,Yes,Kidney Disease,Weekly,Yes,Never,Yes,No,Very Important,"Portable design, Dietary tracking features",Yes,Effectiveness,No Salt,¼ tsp,¼ tsp,More than 1 tsp,No Salt,No Salt,½ tsp,Too Bland
56,Female,No,None,Daily,Sometimes,Never,No,Yes,Moderately Important,"Mobile app integration, Portable design",Yes,,½ tsp,¼ tsp,½ tsp,¼ tsp,½ tsp,No Salt,More than 1 tsp,Too Bland
